"Cell_type"	"Gene"	"source"
"1831"	"dendritic_cells_activated"	"HESX1"	"Newman_2015"
"1832"	"dendritic_cells_activated"	"HTR2B"	"Newman_2015"
"1833"	"dendritic_cells_activated"	"IDO1"	"Newman_2015"
"1834"	"dendritic_cells_activated"	"IFI44L"	"Newman_2015"
"1835"	"dendritic_cells_activated"	"IL12B"	"Newman_2015"
"1836"	"dendritic_cells_activated"	"IL2RA"	"Newman_2015"
"1837"	"dendritic_cells_activated"	"KYNU"	"Newman_2015"
"1838"	"dendritic_cells_activated"	"LAMP3"	"Newman_2015"
"1839"	"dendritic_cells_activated"	"MAP3K13"	"Newman_2015"
"1840"	"dendritic_cells_activated"	"MMP12"	"Newman_2015"
"1841"	"dendritic_cells_activated"	"MSC"	"Newman_2015"
"1842"	"dendritic_cells_activated"	"NR4A3"	"Newman_2015"
"1843"	"dendritic_cells_activated"	"PDCD1LG2"	"Newman_2015"
"1844"	"dendritic_cells_activated"	"PLA1A"	"Newman_2015"
"1845"	"dendritic_cells_activated"	"PLA2G7"	"Newman_2015"
"1846"	"dendritic_cells_activated"	"PTGIR"	"Newman_2015"
"1847"	"dendritic_cells_activated"	"RASSF4"	"Newman_2015"
"1848"	"dendritic_cells_activated"	"RSAD2"	"Newman_2015"
"1849"	"dendritic_cells_activated"	"SIGLEC1"	"Newman_2015"
"1850"	"dendritic_cells_activated"	"SLC15A3"	"Newman_2015"
"1851"	"dendritic_cells_activated"	"SLC2A6"	"Newman_2015"
"1852"	"dendritic_cells_activated"	"SLCO5A1"	"Newman_2015"
"1853"	"dendritic_cells_activated"	"ST3GAL6"	"Newman_2015"
"1854"	"dendritic_cells_activated"	"TMEM255A"	"Newman_2015"
"1855"	"dendritic_cells_activated"	"TNFAIP6"	"Newman_2015"
"1856"	"dendritic_cells_activated"	"TNFRSF11A"	"Newman_2015"
"1857"	"dendritic_cells_activated"	"TNFRSF4"	"Newman_2015"
"1858"	"dendritic_cells_activated"	"TREM2"	"Newman_2015"
"1859"	"dendritic_cells_resting"	"ACP5"	"Newman_2015"
"1860"	"dendritic_cells_resting"	"AIF1"	"Newman_2015"
"1861"	"dendritic_cells_resting"	"ALOX15"	"Newman_2015"
"1862"	"dendritic_cells_resting"	"C1orf54"	"Newman_2015"
"1863"	"dendritic_cells_resting"	"CCDC102B"	"Newman_2015"
"1864"	"dendritic_cells_resting"	"CCL13"	"Newman_2015"
"1865"	"dendritic_cells_resting"	"CCL17"	"Newman_2015"
"1866"	"dendritic_cells_resting"	"CCL18"	"Newman_2015"
"1867"	"dendritic_cells_resting"	"CCL22"	"Newman_2015"
"1868"	"dendritic_cells_resting"	"CD1A"	"Newman_2015"
"1869"	"dendritic_cells_resting"	"CD1B"	"Newman_2015"
"1870"	"dendritic_cells_resting"	"CD1C"	"Newman_2015"
"1871"	"dendritic_cells_resting"	"CD1E"	"Newman_2015"
"1872"	"dendritic_cells_resting"	"CD209"	"Newman_2015"
"1873"	"dendritic_cells_resting"	"CD33"	"Newman_2015"
"1874"	"dendritic_cells_resting"	"CD68"	"Newman_2015"
"1875"	"dendritic_cells_resting"	"CLEC10A"	"Newman_2015"
"1876"	"dendritic_cells_resting"	"CLEC4A"	"Newman_2015"
"1877"	"dendritic_cells_resting"	"CLEC7A"	"Newman_2015"
"1878"	"dendritic_cells_resting"	"CLIC2"	"Newman_2015"
"1879"	"dendritic_cells_resting"	"DHRS11"	"Newman_2015"
"1880"	"dendritic_cells_resting"	"EGR2"	"Newman_2015"
"1881"	"dendritic_cells_resting"	"FAM198B"	"Newman_2015"
"1882"	"dendritic_cells_resting"	"FCER1A"	"Newman_2015"
"1883"	"dendritic_cells_resting"	"FCER2"	"Newman_2015"
"1884"	"dendritic_cells_resting"	"FLVCR2"	"Newman_2015"
"1885"	"dendritic_cells_resting"	"FPR3"	"Newman_2015"
"1886"	"dendritic_cells_resting"	"FZD2"	"Newman_2015"
"1887"	"dendritic_cells_resting"	"HLA-DQA1"	"Newman_2015"
"1888"	"dendritic_cells_resting"	"IGSF6"	"Newman_2015"
"1889"	"dendritic_cells_resting"	"MMP12"	"Newman_2015"
"1890"	"dendritic_cells_resting"	"NCF2"	"Newman_2015"
"1891"	"dendritic_cells_resting"	"PLA2G7"	"Newman_2015"
"1892"	"dendritic_cells_resting"	"PPFIBP1"	"Newman_2015"
"1893"	"dendritic_cells_resting"	"RNASE6"	"Newman_2015"
"1894"	"dendritic_cells_resting"	"SCN9A"	"Newman_2015"
"1895"	"dendritic_cells_resting"	"SLAMF8"	"Newman_2015"
"1896"	"dendritic_cells_resting"	"SLC15A3"	"Newman_2015"
"1897"	"dendritic_cells_resting"	"TMEM255A"	"Newman_2015"
"1898"	"dendritic_cells_resting"	"TREM2"	"Newman_2015"
"1899"	"eosinophils"	"ADGRE1"	"Newman_2015"
"1900"	"eosinophils"	"ADGRE2"	"Newman_2015"
"1901"	"eosinophils"	"ADGRE3"	"Newman_2015"
"1902"	"eosinophils"	"ADGRG3"	"Newman_2015"
"1903"	"eosinophils"	"ALOX15"	"Newman_2015"
"1904"	"eosinophils"	"BANK1"	"Newman_2015"
"1905"	"eosinophils"	"BCL2A1"	"Newman_2015"
"1906"	"eosinophils"	"BPI"	"Newman_2015"
"1907"	"eosinophils"	"C3AR1"	"Newman_2015"
"1908"	"eosinophils"	"C5AR2"	"Newman_2015"
"1909"	"eosinophils"	"CD244"	"Newman_2015"
"1910"	"eosinophils"	"CLC"	"Newman_2015"
"1911"	"eosinophils"	"DACH1"	"Newman_2015"
"1912"	"eosinophils"	"DAPK2"	"Newman_2015"
"1913"	"eosinophils"	"DEPDC5"	"Newman_2015"
"1914"	"eosinophils"	"DPEP2"	"Newman_2015"
"1915"	"eosinophils"	"EPN2"	"Newman_2015"
"1916"	"eosinophils"	"FFAR2"	"Newman_2015"
"1917"	"eosinophils"	"GIPR"	"Newman_2015"
"1918"	"eosinophils"	"GPR183"	"Newman_2015"
"1919"	"eosinophils"	"GPR65"	"Newman_2015"
"1920"	"eosinophils"	"IL18R1"	"Newman_2015"
"1921"	"eosinophils"	"IL18RAP"	"Newman_2015"
"1922"	"eosinophils"	"IL1RL1"	"Newman_2015"
"1923"	"eosinophils"	"IL5RA"	"Newman_2015"
"1924"	"eosinophils"	"LRMP"	"Newman_2015"
"1925"	"eosinophils"	"MAK"	"Newman_2015"
"1926"	"eosinophils"	"MGAM"	"Newman_2015"
"1927"	"eosinophils"	"MS4A3"	"Newman_2015"
"1928"	"eosinophils"	"MXD1"	"Newman_2015"
"1929"	"eosinophils"	"NCF2"	"Newman_2015"
"1930"	"eosinophils"	"P2RY10"	"Newman_2015"
"1931"	"eosinophils"	"P2RY13"	"Newman_2015"
"1932"	"eosinophils"	"P2RY14"	"Newman_2015"
"1933"	"eosinophils"	"P2RY2"	"Newman_2015"
"1934"	"eosinophils"	"PADI4"	"Newman_2015"
"1935"	"eosinophils"	"PDE6C"	"Newman_2015"
"1936"	"eosinophils"	"PKD2L2"	"Newman_2015"
"1937"	"eosinophils"	"PLEKHG3"	"Newman_2015"
"1938"	"eosinophils"	"REPS2"	"Newman_2015"
"1939"	"eosinophils"	"RGS1"	"Newman_2015"
"1940"	"eosinophils"	"RGS13"	"Newman_2015"
"1941"	"eosinophils"	"RNASE2"	"Newman_2015"
"1942"	"eosinophils"	"RRP12"	"Newman_2015"
"1943"	"eosinophils"	"SAMSN1"	"Newman_2015"
"1944"	"eosinophils"	"SMPD3"	"Newman_2015"
"1945"	"eosinophils"	"SMPDL3B"	"Newman_2015"
"1946"	"eosinophils"	"ST3GAL6"	"Newman_2015"
"1947"	"eosinophils"	"TREML2"	"Newman_2015"
"1948"	"eosinophils"	"TRPM6"	"Newman_2015"
"1949"	"eosinophils"	"ZNF222"	"Newman_2015"
"1950"	"macrophages_m0"	"ACP5"	"Newman_2015"
"1951"	"macrophages_m0"	"ADAMDEC1"	"Newman_2015"
"1952"	"macrophages_m0"	"AQP9"	"Newman_2015"
"1953"	"macrophages_m0"	"BHLHE41"	"Newman_2015"
"1954"	"macrophages_m0"	"C5AR1"	"Newman_2015"
"1955"	"macrophages_m0"	"CCDC102B"	"Newman_2015"
"1956"	"macrophages_m0"	"CCL18"	"Newman_2015"
"1957"	"macrophages_m0"	"CCL22"	"Newman_2015"
"1958"	"macrophages_m0"	"CCL7"	"Newman_2015"
"1959"	"macrophages_m0"	"CD68"	"Newman_2015"
"1960"	"macrophages_m0"	"CHI3L1"	"Newman_2015"
"1961"	"macrophages_m0"	"COL8A2"	"Newman_2015"
"1962"	"macrophages_m0"	"CSF1"	"Newman_2015"
"1963"	"macrophages_m0"	"CXCL3"	"Newman_2015"
"1964"	"macrophages_m0"	"CXCL5"	"Newman_2015"
"1965"	"macrophages_m0"	"CYP27A1"	"Newman_2015"
"1966"	"macrophages_m0"	"DCSTAMP"	"Newman_2015"
"1967"	"macrophages_m0"	"FAM198B"	"Newman_2015"
"1968"	"macrophages_m0"	"GPC4"	"Newman_2015"
"1969"	"macrophages_m0"	"HK3"	"Newman_2015"
"1970"	"macrophages_m0"	"IGSF6"	"Newman_2015"
"1971"	"macrophages_m0"	"MARCO"	"Newman_2015"
"1972"	"macrophages_m0"	"MMP9"	"Newman_2015"
"1973"	"macrophages_m0"	"NCF2"	"Newman_2015"
"1974"	"macrophages_m0"	"PLA2G7"	"Newman_2015"
"1975"	"macrophages_m0"	"PPBP"	"Newman_2015"
"1976"	"macrophages_m0"	"QPCT"	"Newman_2015"
"1977"	"macrophages_m0"	"SLAMF8"	"Newman_2015"
"1978"	"macrophages_m0"	"SLC12A8"	"Newman_2015"
"1979"	"macrophages_m0"	"SLC15A3"	"Newman_2015"
"1980"	"macrophages_m0"	"TNFSF14"	"Newman_2015"
"1981"	"macrophages_m0"	"TREM2"	"Newman_2015"
"1982"	"macrophages_m0"	"VNN1"	"Newman_2015"
"1983"	"macrophages_m1"	"ACHE"	"Newman_2015"
"1984"	"macrophages_m1"	"ADAMDEC1"	"Newman_2015"
"1985"	"macrophages_m1"	"APOBEC3A"	"Newman_2015"
"1986"	"macrophages_m1"	"APOL3"	"Newman_2015"
"1987"	"macrophages_m1"	"APOL6"	"Newman_2015"
"1988"	"macrophages_m1"	"AQP9"	"Newman_2015"
"1989"	"macrophages_m1"	"ARRB1"	"Newman_2015"
"1990"	"macrophages_m1"	"CCL19"	"Newman_2015"
"1991"	"macrophages_m1"	"CCL5"	"Newman_2015"
"1992"	"macrophages_m1"	"CCL8"	"Newman_2015"
"1993"	"macrophages_m1"	"CCR7"	"Newman_2015"
"1994"	"macrophages_m1"	"CD38"	"Newman_2015"
"1995"	"macrophages_m1"	"CD40"	"Newman_2015"
"1996"	"macrophages_m1"	"CHI3L1"	"Newman_2015"
"1997"	"macrophages_m1"	"CLIC2"	"Newman_2015"
"1998"	"macrophages_m1"	"CXCL10"	"Newman_2015"
"1999"	"macrophages_m1"	"CXCL11"	"Newman_2015"
"2000"	"macrophages_m1"	"CXCL13"	"Newman_2015"
"2001"	"macrophages_m1"	"CXCL9"	"Newman_2015"
"2002"	"macrophages_m1"	"CYP27B1"	"Newman_2015"
"2003"	"macrophages_m1"	"DHX58"	"Newman_2015"
"2004"	"macrophages_m1"	"EBI3"	"Newman_2015"
"2005"	"macrophages_m1"	"GGT5"	"Newman_2015"
"2006"	"macrophages_m1"	"HESX1"	"Newman_2015"
"2007"	"macrophages_m1"	"IDO1"	"Newman_2015"
"2008"	"macrophages_m1"	"IFI44L"	"Newman_2015"
"2009"	"macrophages_m1"	"IL2RA"	"Newman_2015"
"2010"	"macrophages_m1"	"KIAA0754"	"Newman_2015"
"2011"	"macrophages_m1"	"KYNU"	"Newman_2015"
"2012"	"macrophages_m1"	"LAG3"	"Newman_2015"
"2013"	"macrophages_m1"	"LAMP3"	"Newman_2015"
"2014"	"macrophages_m1"	"LILRA3"	"Newman_2015"
"2015"	"macrophages_m1"	"LILRB2"	"Newman_2015"
"2016"	"macrophages_m1"	"NOD2"	"Newman_2015"
"2017"	"macrophages_m1"	"PLA1A"	"Newman_2015"
"2018"	"macrophages_m1"	"PTGIR"	"Newman_2015"
"2019"	"macrophages_m1"	"RASSF4"	"Newman_2015"
"2020"	"macrophages_m1"	"RSAD2"	"Newman_2015"
"2021"	"macrophages_m1"	"SIGLEC1"	"Newman_2015"
"2022"	"macrophages_m1"	"SLAMF1"	"Newman_2015"
"2023"	"macrophages_m1"	"SLC15A3"	"Newman_2015"
"2024"	"macrophages_m1"	"SLC2A6"	"Newman_2015"
"2025"	"macrophages_m1"	"SOCS1"	"Newman_2015"
"2026"	"macrophages_m1"	"TLR7"	"Newman_2015"
"2027"	"macrophages_m1"	"TLR8"	"Newman_2015"
"2028"	"macrophages_m1"	"TNFAIP6"	"Newman_2015"
"2029"	"macrophages_m1"	"TNIP3"	"Newman_2015"
"2030"	"macrophages_m1"	"TRPM4"	"Newman_2015"
"2031"	"macrophages_m2"	"ADAMDEC1"	"Newman_2015"
"2032"	"macrophages_m2"	"AIF1"	"Newman_2015"
"2033"	"macrophages_m2"	"ALOX15"	"Newman_2015"
"2034"	"macrophages_m2"	"CCL13"	"Newman_2015"
"2035"	"macrophages_m2"	"CCL14"	"Newman_2015"
"2036"	"macrophages_m2"	"CCL18"	"Newman_2015"
"2037"	"macrophages_m2"	"CCL23"	"Newman_2015"
"2038"	"macrophages_m2"	"CCL8"	"Newman_2015"
"2039"	"macrophages_m2"	"CD209"	"Newman_2015"
"2040"	"macrophages_m2"	"CD4"	"Newman_2015"
"2041"	"macrophages_m2"	"CD68"	"Newman_2015"
"2042"	"macrophages_m2"	"CFP"	"Newman_2015"
"2043"	"macrophages_m2"	"CHI3L1"	"Newman_2015"
"2044"	"macrophages_m2"	"CLEC10A"	"Newman_2015"
"2045"	"macrophages_m2"	"CLEC4A"	"Newman_2015"
"2046"	"macrophages_m2"	"CLIC2"	"Newman_2015"
"2047"	"macrophages_m2"	"CRYBB1"	"Newman_2015"
"2048"	"macrophages_m2"	"EBI3"	"Newman_2015"
"2049"	"macrophages_m2"	"FAM198B"	"Newman_2015"
"2050"	"macrophages_m2"	"FES"	"Newman_2015"
"2051"	"macrophages_m2"	"FRMD4A"	"Newman_2015"
"2052"	"macrophages_m2"	"FZD2"	"Newman_2015"
"2053"	"macrophages_m2"	"GGT5"	"Newman_2015"
"2054"	"macrophages_m2"	"GSTT1"	"Newman_2015"
"2055"	"macrophages_m2"	"HRH1"	"Newman_2015"
"2056"	"macrophages_m2"	"HTR2B"	"Newman_2015"
"2057"	"macrophages_m2"	"MS4A6A"	"Newman_2015"
"2058"	"macrophages_m2"	"NME8"	"Newman_2015"
"2059"	"macrophages_m2"	"NPL"	"Newman_2015"
"2060"	"macrophages_m2"	"P2RY13"	"Newman_2015"
"2061"	"macrophages_m2"	"PDCD1LG2"	"Newman_2015"
"2062"	"macrophages_m2"	"RENBP"	"Newman_2015"
"2063"	"macrophages_m2"	"SIGLEC1"	"Newman_2015"
"2064"	"macrophages_m2"	"SLC15A3"	"Newman_2015"
"2065"	"macrophages_m2"	"TLR8"	"Newman_2015"
"2066"	"macrophages_m2"	"TREM2"	"Newman_2015"
"2067"	"macrophages_m2"	"WNT5B"	"Newman_2015"
"2068"	"mast_cells_activated"	"ATP8B4"	"Newman_2015"
"2069"	"mast_cells_activated"	"BPI"	"Newman_2015"
"2070"	"mast_cells_activated"	"CCL1"	"Newman_2015"
"2071"	"mast_cells_activated"	"CCL20"	"Newman_2015"
"2072"	"mast_cells_activated"	"CCL4"	"Newman_2015"
"2073"	"mast_cells_activated"	"CD33"	"Newman_2015"
"2074"	"mast_cells_activated"	"CLC"	"Newman_2015"
"2075"	"mast_cells_activated"	"CMA1"	"Newman_2015"
"2076"	"mast_cells_activated"	"CPA3"	"Newman_2015"
"2077"	"mast_cells_activated"	"CSF2"	"Newman_2015"
"2078"	"mast_cells_activated"	"CTSG"	"Newman_2015"
"2079"	"mast_cells_activated"	"CXCL3"	"Newman_2015"
"2080"	"mast_cells_activated"	"FCER1A"	"Newman_2015"
"2081"	"mast_cells_activated"	"GZMB"	"Newman_2015"
"2082"	"mast_cells_activated"	"HDC"	"Newman_2015"
"2083"	"mast_cells_activated"	"HOXA1"	"Newman_2015"
"2084"	"mast_cells_activated"	"HPGDS"	"Newman_2015"
"2085"	"mast_cells_activated"	"IL18R1"	"Newman_2015"
"2086"	"mast_cells_activated"	"IL1A"	"Newman_2015"
"2087"	"mast_cells_activated"	"IL1B"	"Newman_2015"
"2088"	"mast_cells_activated"	"IL1RL1"	"Newman_2015"
"2089"	"mast_cells_activated"	"IL3"	"Newman_2015"
"2090"	"mast_cells_activated"	"IL5"	"Newman_2015"
"2091"	"mast_cells_activated"	"LINC00597"	"Newman_2015"
"2092"	"mast_cells_activated"	"MARCH3"	"Newman_2015"
"2093"	"mast_cells_activated"	"MS4A2"	"Newman_2015"
"2094"	"mast_cells_activated"	"MS4A3"	"Newman_2015"
"2095"	"mast_cells_activated"	"MYB"	"Newman_2015"
"2096"	"mast_cells_activated"	"NOX3"	"Newman_2015"
"2097"	"mast_cells_activated"	"NTRK1"	"Newman_2015"
"2098"	"mast_cells_activated"	"P2RX1"	"Newman_2015"
"2099"	"mast_cells_activated"	"PRG2"	"Newman_2015"
"2100"	"mast_cells_activated"	"RAB27B"	"Newman_2015"
"2101"	"mast_cells_activated"	"RGS13"	"Newman_2015"
"2102"	"mast_cells_activated"	"SLC12A8"	"Newman_2015"
"2103"	"mast_cells_activated"	"STXBP6"	"Newman_2015"
"2104"	"mast_cells_activated"	"TEC"	"Newman_2015"
"2105"	"mast_cells_activated"	"TPSAB1"	"Newman_2015"
"2106"	"mast_cells_resting"	"ADAMTS3"	"Newman_2015"
"2107"	"mast_cells_resting"	"ADRB2"	"Newman_2015"
"2108"	"mast_cells_resting"	"ATP8B4"	"Newman_2015"
"2109"	"mast_cells_resting"	"BMP2K"	"Newman_2015"
"2110"	"mast_cells_resting"	"BPI"	"Newman_2015"
"2111"	"mast_cells_resting"	"C3AR1"	"Newman_2015"
"2112"	"mast_cells_resting"	"CD33"	"Newman_2015"
"2113"	"mast_cells_resting"	"CEACAM8"	"Newman_2015"
"2114"	"mast_cells_resting"	"CLC"	"Newman_2015"
"2115"	"mast_cells_resting"	"CMA1"	"Newman_2015"
"2116"	"mast_cells_resting"	"CPA3"	"Newman_2015"
"2117"	"mast_cells_resting"	"CRISP3"	"Newman_2015"
"2118"	"mast_cells_resting"	"CTSG"	"Newman_2015"
"2119"	"mast_cells_resting"	"FAM124B"	"Newman_2015"
"2120"	"mast_cells_resting"	"FAM174B"	"Newman_2015"
"2121"	"mast_cells_resting"	"FCER1A"	"Newman_2015"
"2122"	"mast_cells_resting"	"GFI1"	"Newman_2015"
"2123"	"mast_cells_resting"	"HDC"	"Newman_2015"
"2124"	"mast_cells_resting"	"HPGDS"	"Newman_2015"
"2125"	"mast_cells_resting"	"IL18R1"	"Newman_2015"
"2126"	"mast_cells_resting"	"LTC4S"	"Newman_2015"
"2127"	"mast_cells_resting"	"MS4A2"	"Newman_2015"
"2128"	"mast_cells_resting"	"MS4A3"	"Newman_2015"
"2129"	"mast_cells_resting"	"MYB"	"Newman_2015"
"2130"	"mast_cells_resting"	"NOX3"	"Newman_2015"
"2131"	"mast_cells_resting"	"NTRK1"	"Newman_2015"
"2132"	"mast_cells_resting"	"P2RX1"	"Newman_2015"
"2133"	"mast_cells_resting"	"P2RY14"	"Newman_2015"
"2134"	"mast_cells_resting"	"PAQR5"	"Newman_2015"
"2135"	"mast_cells_resting"	"PRG2"	"Newman_2015"
"2136"	"mast_cells_resting"	"RAB27B"	"Newman_2015"
"2137"	"mast_cells_resting"	"RGS13"	"Newman_2015"
"2138"	"mast_cells_resting"	"Sep 08"	"Newman_2015"
"2139"	"mast_cells_resting"	"SLC12A8"	"Newman_2015"
"2140"	"mast_cells_resting"	"ST8SIA1"	"Newman_2015"
"2141"	"mast_cells_resting"	"STAP1"	"Newman_2015"
"2142"	"mast_cells_resting"	"STXBP6"	"Newman_2015"
"2143"	"mast_cells_resting"	"TPSAB1"	"Newman_2015"
"2144"	"monocytes"	"AIF1"	"Newman_2015"
"2145"	"monocytes"	"APOBEC3A"	"Newman_2015"
"2146"	"monocytes"	"AQP9"	"Newman_2015"
"2147"	"monocytes"	"ASGR1"	"Newman_2015"
"2148"	"monocytes"	"ASGR2"	"Newman_2015"
"2149"	"monocytes"	"BST1"	"Newman_2015"
"2150"	"monocytes"	"C5AR1"	"Newman_2015"
"2151"	"monocytes"	"CCR2"	"Newman_2015"
"2152"	"monocytes"	"CD1D"	"Newman_2015"
"2153"	"monocytes"	"CD33"	"Newman_2015"
"2154"	"monocytes"	"CD68"	"Newman_2015"
"2155"	"monocytes"	"CDA"	"Newman_2015"
"2156"	"monocytes"	"CFP"	"Newman_2015"
"2157"	"monocytes"	"CHST15"	"Newman_2015"
"2158"	"monocytes"	"CLEC4A"	"Newman_2015"
"2159"	"monocytes"	"CLEC7A"	"Newman_2015"
"2160"	"monocytes"	"CREB5"	"Newman_2015"
"2161"	"monocytes"	"CSF3R"	"Newman_2015"
"2162"	"monocytes"	"FAM198B"	"Newman_2015"
"2163"	"monocytes"	"FCN1"	"Newman_2015"
"2164"	"monocytes"	"FES"	"Newman_2015"
"2165"	"monocytes"	"FOSB"	"Newman_2015"
"2166"	"monocytes"	"FPR1"	"Newman_2015"
"2167"	"monocytes"	"FZD2"	"Newman_2015"
"2168"	"monocytes"	"HCK"	"Newman_2015"
"2169"	"monocytes"	"HK3"	"Newman_2015"
"2170"	"monocytes"	"HNMT"	"Newman_2015"
"2171"	"monocytes"	"HPSE"	"Newman_2015"
"2172"	"monocytes"	"IGSF6"	"Newman_2015"
"2173"	"monocytes"	"LILRA2"	"Newman_2015"
"2174"	"monocytes"	"LILRA3"	"Newman_2015"
"2175"	"monocytes"	"LILRB2"	"Newman_2015"
"2176"	"monocytes"	"LST1"	"Newman_2015"
"2177"	"monocytes"	"MEFV"	"Newman_2015"
"2178"	"monocytes"	"MNDA"	"Newman_2015"
"2179"	"monocytes"	"MS4A6A"	"Newman_2015"
"2180"	"monocytes"	"NCF2"	"Newman_2015"
"2181"	"monocytes"	"NFE2"	"Newman_2015"
"2182"	"monocytes"	"NLRP3"	"Newman_2015"
"2183"	"monocytes"	"NOD2"	"Newman_2015"
"2184"	"monocytes"	"P2RY13"	"Newman_2015"
"2185"	"monocytes"	"PADI4"	"Newman_2015"
"2186"	"monocytes"	"RNASE2"	"Newman_2015"
"2187"	"monocytes"	"RNASE6"	"Newman_2015"
"2188"	"monocytes"	"S100A12"	"Newman_2015"
"2189"	"monocytes"	"SLC15A3"	"Newman_2015"
"2190"	"monocytes"	"TLR2"	"Newman_2015"
"2191"	"monocytes"	"TLR7"	"Newman_2015"
"2192"	"monocytes"	"TLR8"	"Newman_2015"
"2193"	"monocytes"	"UPK3A"	"Newman_2015"
"2194"	"monocytes"	"VNN1"	"Newman_2015"
"2195"	"monocytes"	"VNN2"	"Newman_2015"
"2196"	"neutrophils"	"ADGRE2"	"Newman_2015"
"2197"	"neutrophils"	"ADGRE3"	"Newman_2015"
"2198"	"neutrophils"	"ADGRG3"	"Newman_2015"
"2199"	"neutrophils"	"AIF1"	"Newman_2015"
"2200"	"neutrophils"	"APOBEC3A"	"Newman_2015"
"2201"	"neutrophils"	"AQP9"	"Newman_2015"
"2202"	"neutrophils"	"BTNL8"	"Newman_2015"
"2203"	"neutrophils"	"C5AR1"	"Newman_2015"
"2204"	"neutrophils"	"CAMP"	"Newman_2015"
"2205"	"neutrophils"	"CASP5"	"Newman_2015"
"2206"	"neutrophils"	"CCR3"	"Newman_2015"
"2207"	"neutrophils"	"CDA"	"Newman_2015"
"2208"	"neutrophils"	"CEACAM3"	"Newman_2015"
"2209"	"neutrophils"	"CFP"	"Newman_2015"
"2210"	"neutrophils"	"CHI3L1"	"Newman_2015"
"2211"	"neutrophils"	"CHST15"	"Newman_2015"
"2212"	"neutrophils"	"CLC"	"Newman_2015"
"2213"	"neutrophils"	"CREB5"	"Newman_2015"
"2214"	"neutrophils"	"CSF3R"	"Newman_2015"
"2215"	"neutrophils"	"CXCR1"	"Newman_2015"
"2216"	"neutrophils"	"CXCR2"	"Newman_2015"
"2217"	"neutrophils"	"DPEP2"	"Newman_2015"
"2218"	"neutrophils"	"FAM212B"	"Newman_2015"
"2219"	"neutrophils"	"FCGR3B"	"Newman_2015"
"2220"	"neutrophils"	"FFAR2"	"Newman_2015"
"2221"	"neutrophils"	"FPR1"	"Newman_2015"
"2222"	"neutrophils"	"FPR2"	"Newman_2015"
"2223"	"neutrophils"	"HAL"	"Newman_2015"
"2224"	"neutrophils"	"HSPA6"	"Newman_2015"
"2225"	"neutrophils"	"IGSF6"	"Newman_2015"
"2226"	"neutrophils"	"IL18RAP"	"Newman_2015"
"2227"	"neutrophils"	"LILRA2"	"Newman_2015"
"2228"	"neutrophils"	"LILRB2"	"Newman_2015"
"2229"	"neutrophils"	"LST1"	"Newman_2015"
"2230"	"neutrophils"	"MAK"	"Newman_2015"
"2231"	"neutrophils"	"MEFV"	"Newman_2015"
"2232"	"neutrophils"	"MGAM"	"Newman_2015"
"2233"	"neutrophils"	"MMP25"	"Newman_2015"
"2234"	"neutrophils"	"MNDA"	"Newman_2015"
"2235"	"neutrophils"	"MXD1"	"Newman_2015"
"2236"	"neutrophils"	"NCF2"	"Newman_2015"
"2237"	"neutrophils"	"NFE2"	"Newman_2015"
"2238"	"neutrophils"	"P2RY13"	"Newman_2015"
"2239"	"neutrophils"	"P2RY14"	"Newman_2015"
"2240"	"neutrophils"	"PADI4"	"Newman_2015"
"2241"	"neutrophils"	"PGLYRP1"	"Newman_2015"
"2242"	"neutrophils"	"PLEKHG3"	"Newman_2015"
"2243"	"neutrophils"	"QPCT"	"Newman_2015"
"2244"	"neutrophils"	"REPS2"	"Newman_2015"
"2245"	"neutrophils"	"S100A12"	"Newman_2015"
"2246"	"neutrophils"	"STEAP4"	"Newman_2015"
"2247"	"neutrophils"	"TLR2"	"Newman_2015"
"2248"	"neutrophils"	"TLR8"	"Newman_2015"
"2249"	"neutrophils"	"TNFAIP6"	"Newman_2015"
"2250"	"neutrophils"	"TNFRSF10C"	"Newman_2015"
"2251"	"neutrophils"	"TREM1"	"Newman_2015"
"2252"	"neutrophils"	"TREML2"	"Newman_2015"
"2253"	"neutrophils"	"VNN1"	"Newman_2015"
"2254"	"neutrophils"	"VNN2"	"Newman_2015"
"2255"	"neutrophils"	"VNN3"	"Newman_2015"
"2256"	"nk_cells_activated"	"APOBEC3G"	"Newman_2015"
"2257"	"nk_cells_activated"	"APOL6"	"Newman_2015"
"2258"	"nk_cells_activated"	"CCL4"	"Newman_2015"
"2259"	"nk_cells_activated"	"CCL5"	"Newman_2015"
"2260"	"nk_cells_activated"	"CCND2"	"Newman_2015"
"2261"	"nk_cells_activated"	"CD244"	"Newman_2015"
"2262"	"nk_cells_activated"	"CD247"	"Newman_2015"
"2263"	"nk_cells_activated"	"CD69"	"Newman_2015"
"2264"	"nk_cells_activated"	"CD7"	"Newman_2015"
"2265"	"nk_cells_activated"	"CD96"	"Newman_2015"
"2266"	"nk_cells_activated"	"CDK6"	"Newman_2015"
"2267"	"nk_cells_activated"	"CSF2"	"Newman_2015"
"2268"	"nk_cells_activated"	"CST7"	"Newman_2015"
"2269"	"nk_cells_activated"	"CTSW"	"Newman_2015"
"2270"	"nk_cells_activated"	"DPP4"	"Newman_2015"
"2271"	"nk_cells_activated"	"FASLG"	"Newman_2015"
"2272"	"nk_cells_activated"	"GNLY"	"Newman_2015"
"2273"	"nk_cells_activated"	"GPR171"	"Newman_2015"
